       0	-0.308587
1.25e-008	-0.308098
2.5e-008	-0.301749
3.75e-008	-0.312982
  5e-008	-0.316401
6.25e-008	-0.308098
7.5e-008	-0.326169
8.75e-008	-0.373055
  1e-007	-0.354496
1.125e-007	-0.183556
1.25e-007	-0.122018
1.375e-007	-0.667073
1.5e-007	-0.462921
1.625e-007	-0.172811
1.75e-007	-0.260723
1.875e-007	-0.452176
  2e-007	-0.363776
2.125e-007	-0.260235
2.25e-007	-0.267561
2.375e-007	-0.348635
2.5e-007	-0.329588
2.625e-007	-0.210418
2.75e-007	-0.238745
2.875e-007	-0.340821
  3e-007	-0.354985
3.125e-007	-0.318355
3.25e-007	-0.315913
3.375e-007	-0.341798
3.5e-007	-0.356938
3.625e-007	-0.309563
3.75e-007	-0.264142
3.875e-007	-0.273422
  4e-007	-0.300284
4.125e-007	-0.296377
4.25e-007	-0.286609
4.375e-007	-0.303214
4.5e-007	-0.335937
4.625e-007	-0.345217
4.75e-007	-0.312982
4.875e-007	-0.309075
  5e-007	-0.329099
5.125e-007	-0.309075
5.25e-007	-0.289051
5.375e-007	-0.272445
5.5e-007	-0.300772
5.625e-007	-0.306633
5.75e-007	-0.305168
5.875e-007	-0.313959
  6e-007	-0.333495
6.125e-007	-0.316889
6.25e-007	-0.315913
6.375e-007	-0.312494
6.5e-007	-0.308587
6.625e-007	-0.304679
6.75e-007	-0.292469
6.875e-007	-0.301261
  7e-007	-0.314936
7.125e-007	-0.299307
7.25e-007	-0.305168
7.375e-007	-0.308587
7.5e-007	-0.331053
7.625e-007	-0.30761
7.75e-007	-0.311517
7.875e-007	-0.314447
  8e-007	-0.312005
8.125e-007	-0.307121
8.25e-007	-0.31054
8.375e-007	-0.308587
8.5e-007	-0.319331
8.625e-007	-0.299307
8.75e-007	-0.324704
8.875e-007	-0.340333
  9e-007	-0.281236
9.125e-007	-0.304191
9.25e-007	-0.297353
9.375e-007	-0.309563
9.5e-007	-0.305168
9.625e-007	-0.305168
9.75e-007	-0.319331
9.875e-007	-0.312005
  1e-006	-0.317378
1.0125e-006	-0.309563
1.025e-006	-0.309075
1.0375e-006	-0.312005
1.05e-006	-0.312982
1.0625e-006	-0.303703
1.075e-006	-0.311517
1.0875e-006	-0.306633
1.1e-006	-0.311029
1.1125e-006	-0.315424
1.125e-006	-0.312982
1.1375e-006	-0.313471
1.15e-006	-0.305168
1.1625e-006	-0.308098
1.175e-006	-0.302726
1.1875e-006	-0.303703
1.2e-006	-0.311517
1.2125e-006	-0.314936
1.225e-006	-0.314447
1.2375e-006	-0.309075
1.25e-006	-0.311517
1.2625e-006	-0.309075
1.275e-006	-0.309563
1.2875e-006	-0.310052
1.3e-006	-0.315424
1.3125e-006	-0.306145
1.325e-006	-0.30761
1.3375e-006	-0.305168
1.35e-006	-0.309563
1.3625e-006	-0.308098
1.375e-006	-0.311029
1.3875e-006	-0.308098
1.4e-006	-0.310052
1.4125e-006	-0.300772
1.425e-006	-0.310052
1.4375e-006	-0.312494
1.45e-006	-0.303703
1.4625e-006	-0.311029
1.475e-006	-0.312982
1.4875e-006	-0.306145
1.5e-006	-0.300772
1.5125e-006	-0.306633
1.525e-006	-0.308098
1.5375e-006	-0.305656
1.55e-006	-0.309075
1.5625e-006	-0.309075
1.575e-006	-0.309075
1.5875e-006	-0.318843
1.6e-006	-0.313471
1.6125e-006	-0.316401
1.625e-006	-0.313959
1.6375e-006	-0.304191
1.65e-006	-0.311517
1.6625e-006	-0.31054
1.675e-006	-0.315913
1.6875e-006	-0.313471
1.7e-006	-0.308587
1.7125e-006	-0.31054
1.725e-006	-0.307121
1.7375e-006	-0.305168
1.75e-006	-0.312005
1.7625e-006	-0.306633
1.775e-006	-0.309075
1.7875e-006	-0.306633
1.8e-006	-0.309563
1.8125e-006	-0.312494
1.825e-006	-0.319331
1.8375e-006	-0.312494
1.85e-006	-0.310052
1.8625e-006	-0.304191
1.875e-006	-0.304679
1.8875e-006	-0.319331
1.9e-006	-0.311029
1.9125e-006	-0.312982
1.925e-006	-0.310052
1.9375e-006	-0.307121
1.95e-006	-0.291493
1.9625e-006	-0.301261
1.975e-006	-0.31982
1.9875e-006	-0.303214
  2e-006	-0.287097
2.0125e-006	-0.191859
2.025e-006	-0.262677
2.0375e-006	-0.758403
2.05e-006	-0.642164
2.0625e-006	0.464063
2.075e-006	-0.171834
2.0875e-006	-0.866828
2.1e-006	-0.217256
2.1125e-006	0.0870178
2.125e-006	-0.305656
2.1375e-006	-0.586486
2.15e-006	-0.392591
2.1625e-006	-0.06634
2.175e-006	-0.36866
2.1875e-006	-0.577207
2.2e-006	-0.305168
2.2125e-006	-0.128367
2.225e-006	-0.212372
2.2375e-006	-0.367195
2.25e-006	-0.348147
2.2625e-006	-0.19137
2.275e-006	-0.2617
2.2875e-006	-0.396987
2.3e-006	-0.428733
2.3125e-006	-0.328123
2.325e-006	-0.238257
2.3375e-006	-0.317378
2.35e-006	-0.37159
2.3625e-006	-0.274887
2.375e-006	-0.205534
2.3875e-006	-0.268049
2.4e-006	-0.35645
2.4125e-006	-0.327146
2.425e-006	-0.281725
2.4375e-006	-0.322262
2.45e-006	-0.384289
2.4625e-006	-0.334472
2.475e-006	-0.272933
2.4875e-006	-0.291004
2.5e-006	-0.324215
2.5125e-006	-0.294423
2.525e-006	-0.272445
2.5375e-006	-0.299795
2.55e-006	-0.335937
2.5625e-006	-0.31054
2.575e-006	-0.299307
2.5875e-006	-0.326169
2.6e-006	-0.324215
2.6125e-006	-0.307121
2.625e-006	-0.288562
2.6375e-006	-0.312494
2.65e-006	-0.327146
2.6625e-006	-0.299795
2.675e-006	-0.300772
2.6875e-006	-0.333495
2.7e-006	-0.351566
2.7125e-006	-0.292958
2.725e-006	-0.254374
2.7375e-006	-0.285632
2.75e-006	-0.2954
2.7625e-006	-0.310052
2.775e-006	-0.311029
2.7875e-006	-0.324215
2.8e-006	-0.340333
2.8125e-006	-0.330565
2.825e-006	-0.312494
2.8375e-006	-0.316889
2.85e-006	-0.308098
2.8625e-006	-0.280748
2.875e-006	-0.276841
2.8875e-006	-0.289539
2.9e-006	-0.301261
2.9125e-006	-0.312494
2.925e-006	-0.326657
2.9375e-006	-0.339844
2.95e-006	-0.329099
2.9625e-006	-0.318843
2.975e-006	-0.315913
2.9875e-006	-0.300284
  3e-006	-0.287585
3.0125e-006	-0.280748
3.025e-006	-0.305168
3.0375e-006	-0.310052
3.05e-006	-0.312005
3.0625e-006	-0.316889
3.075e-006	-0.333983
3.0875e-006	-0.325681
3.1e-006	-0.313959
3.1125e-006	-0.30761
3.125e-006	-0.308098
3.1375e-006	-0.293935
3.15e-006	-0.294911
3.1625e-006	-0.298819
3.175e-006	-0.300772
3.1875e-006	-0.313959
3.2e-006	-0.309075
3.2125e-006	-0.308587
3.225e-006	-0.313471
3.2375e-006	-0.317378
3.25e-006	-0.316889
3.2625e-006	-0.316889
3.275e-006	-0.306633
3.2875e-006	-0.298819
3.3e-006	-0.303214
3.3125e-006	-0.308587
3.325e-006	-0.309563
3.3375e-006	-0.313471
3.35e-006	-0.308587
3.3625e-006	-0.308587
3.375e-006	-0.314936
3.3875e-006	-0.312494
3.4e-006	-0.307121
3.4125e-006	-0.308098
3.425e-006	-0.323239
3.4375e-006	-0.327146
3.45e-006	-0.322262
3.4625e-006	-0.245583
3.475e-006	-0.266584
3.4875e-006	-0.290027
3.5e-006	-0.358403
3.5125e-006	-0.318355
3.525e-006	-0.299795
3.5375e-006	-0.333983
3.55e-006	-0.323727
3.5625e-006	-0.333495
3.575e-006	-0.306633
3.5875e-006	-0.285632
3.6e-006	-0.289051
3.6125e-006	-0.279283
3.625e-006	-0.267561
3.6375e-006	-0.266096
3.65e-006	-0.323727
3.6625e-006	-0.341309
3.675e-006	-0.338379
3.6875e-006	-0.327634
3.7e-006	-0.337891
3.7125e-006	-0.326657
3.725e-006	-0.307121
3.7375e-006	-0.285632
3.75e-006	-0.280259
3.7625e-006	-0.282213
3.775e-006	-0.289051
3.7875e-006	-0.294423
3.8e-006	-0.312494
3.8125e-006	-0.33203
3.825e-006	-0.335449
3.8375e-006	-0.328123
3.85e-006	-0.318355
3.8625e-006	-0.310052
3.875e-006	-0.299795
3.8875e-006	-0.294911
3.9e-006	-0.298819
3.9125e-006	-0.294423
3.925e-006	-0.299795
3.9375e-006	-0.308098
3.95e-006	-0.322262
3.9625e-006	-0.32275
3.975e-006	-0.321285
3.9875e-006	-0.317378
  4e-006	-0.304679
4.0125e-006	-0.311029
4.025e-006	-0.301261
4.0375e-006	-0.304191
4.05e-006	-0.307121
4.0625e-006	-0.300284
4.075e-006	-0.312982
4.0875e-006	-0.303214
4.1e-006	-0.317378
4.1125e-006	-0.320797
4.125e-006	-0.307121
4.1375e-006	-0.309563
4.15e-006	-0.304679
4.1625e-006	-0.312494
4.175e-006	-0.323727
